scinam_birdtree,Xeno_cantoID,Date,Country,Locality,LAT,LON,Elevation,Recording length,Peak_frequency,Peak_frequency2
Eremopterix leucopareia,XC235196,2015-04-05,Kenya,"Buffalo Springs and Samburu Reserves, Isiolo",0.5824,37.5861,850,39,6029.3,6029.3
Eremopterix leucotis,XC280283,2013-02-09,South Africa,"Mopani area, Kruger National Park, Limpopo",-23.521198,31.401138,N/A,10,4995.7,4995.7
Eremopterix leucotis,XC209983,2014-12-26,Ethiopia,Aledeghe WIldlife Reserve,9.4529,40.3892,800,68,3445.3,3445.3
Eremopterix leucotis,XC346801,2016-11-14,Ethiopia,Etosha National Park,-19.185426,15.936408,N/A,28,2067.2,2067.2
Eremopterix nigriceps,XC355815,2000-03-05,Yemen,"Di-Zatmoh, Socotra",12.6087,53.8596,3,56,3273,3273
Eremopterix nigriceps,XC44454,2010-01-25,Oman,Sohar Sun Farm,24.3048,56.7517,0,16,4134.4,4134.4
Eremopterix nigriceps,XC118178,2012-12-12,Oman,"Barr al Hikman, Oman",20.702,58.667,0,34,3617.6,3617.6
Eremopterix nigriceps,XC165772,2014-01-01,Yemen,Hoele near Sheq R.,12.6732,54.0742,30,41,3789.8,3789.8
Eremopterix nigriceps,XC308286,2016-03-05,Morocco,"Oued Jenna, Western Sahara",22.675,-14.495,280,32,4306.6,4306.6
Eremopterix verticalis,ML61158,1993-03-13,Namibia,"10.0 km Omaruru, at railroad crossing just before Paula's Cave, ",-21.5,16,N/A,50,3445.3,3445.3
ergaticus ruber,XC65647,2001-02-20,Mexico,"Floripondio Rd, NE slope Volcan de Nieve, Jalisco",19.6364,-103.6226,2450,100,6029.3,6029.3
ergaticus ruber,XC222808,2001-03-11,Mexico,"Cerro San Felipe (La Cumbre), Oaxaca",17.25,-96.63333333,2700,48,5857,5857
ergaticus ruber,XC265583,2015-03-17,Mexico,"Cerro San Felipe, Oaxaca",17.1942,-96.6384,2900,91,5684.8,5684.8
ergaticus ruber,XC352155,2015-04-14,Mexico,"Reserva de la Chara Pinta (Tufted Jay Preserve), Sinaloa",23.589,-105.8694,2200,56,5340.2,5340.2
ergaticus ruber,XC252940,2015-06-16,Mexico,Mex DF entrance Desierto de los Leones,19.32,-99.304,2900,47,5168,5168
ergaticus versicolor,XC222815,2003-04-13,Mexico,"Ocosingo road, Chiapas",16.8,-92.5,N/A,45,5168,5168
ergaticus versicolor,XC126044,2013-03-05,Guatemala,"Fuentes Georginas, Quetzaltenango",14.7667,-91.4832,2300,49,4306.6,4306.6
erithacus akahige,XC155760,2012-06-18,Japan,"Miyake-jima, lakeside (3)",34.0538,139.5229,60,155,4823.4,4823.4
erithacus akahige,XC285840,2015-05-21,Japan,"Tairo-Ike, Miyakejima",34.052937,139.525966,N/A,50,4134.4,4134.4
erithacus akahige,XC286204,2015-06-01,Japan,"Aizanke mountain road, Asahikawa region",43.725637,142.805428,N/A,88,2928.5,2928.5
erithacus akahige,XC321657,2016-06-14,Japan,"Kōshū-shi, Yamanashi-ken",35.7765,138.7996,1500,52,4306.6,4306.6
erithacus komadori,XC127469,2013-03-20,Japan,Hiji Falls,26.719,128.1817,50,164,2928.5,2928.5
erithacus komadori,XC156015,2013-06-16,Japan,"Yuwandake area, Amami Island",28.2972,129.3308,550,173,3445.3,3445.3
erithacus komadori,XC286141,2015-05-29,Japan,"Yambaru area, Okinawa",26.757173,128.301373,N/A,70,3100.8,3100.8
erithacus komadori,XC286154,2015-05-29,Japan,"Amami National forest, north part of Amami",28.446834,129.589993,N/A,144,3617.6,3617.6
erithacus komadori,XC286177,2015-05-30,Japan,"Amami forest, south-east part of Amami",28.277582,129.403946,N/A,188,3100.8,3100.8
Erithacus rubecula,XC307774,2016-03-17,France,"Villemoisson-sur-Orge, Essonne, Île-de-France",48.669,2.3239,40,372,3789.8,3789.8
Erithacus rubecula,XC326704,2016-04-09,Germany,"Pastorsacker, Essen-Werden, Ruhrgebiet, Nordrhein-Westfalen",51.3944,7.011,120,157,7235.2,7235.2
Erithacus rubecula,XC313876,2016-04-26,Spain,"Coll del Bruc, Anoia, Catalunya",41.6014,1.7645,650,169,4134.4,4134.4
