source,annotation_id,annotation_date,lat,lon
sounds_of_norway,5b91abd272fa0b3bb76aa39a44,2021-09-27T13:48:22.953Z,59.17758,10.966929
sounds_of_norway,f68b87a20b22718a09819a5cc8,2021-09-27T13:43:20.525Z,59.17758,10.966929
sounds_of_norway,3a7278a4b9e83f00ff07727d84,2021-09-27T13:42:35.292Z,59.48588450098744,8.394294745965597
sounds_of_norway,c6666a6fc9f559961d5191cc7f,2021-09-27T13:42:19.461Z,63.4305881101004,11.015510104564633
sounds_of_norway,51a81dc652c4ab4068127b2c0c,2021-09-27T13:38:18.117Z,59.17758,10.966929
sounds_of_norway,0d36bdbef7afdcbb802bd80430,2021-09-27T13:37:23.140Z,59.123374229754475,10.264404249751879
sounds_of_norway,d6a4705c215f05e860f733d2d1,2021-09-27T13:18:08.602Z,59.17758,10.966929
sounds_of_norway,cee198d56fff96feba432dfff8,2021-09-27T13:02:44.555Z,59.532576592387414,10.527090847680602
sounds_of_norway,6e794e507dbd52efd7e5594cdf,2021-09-27T12:57:42.156Z,59.532576592387414,10.527090847680602
sounds_of_norway,55d2b21d10f2c10cca29d213ef,2021-09-27T12:57:03.864Z,59.123374229754475,10.264404249751879
sounds_of_norway,104070c4ebee8adf852504f6dd,2021-09-27T12:44:06.614Z,61.062488943316254,9.1730011468667
sounds_of_norway,a94abc6be9ce066115079783ab,2021-09-27T12:27:44.563Z,59.17758,10.966929
sounds_of_norway,5aa64a4c246d80015c9eba9f0a,2021-09-27T12:17:39.735Z,59.17758,10.966929
sounds_of_norway,5aa64a4c246d80015c9e0f941a,2021-09-27T12:17:39.735Z,59.17758,10.966929
sounds_of_norway,0d388a030a39be3a762fc78588,2021-09-27T12:12:37.330Z,59.17758,10.966929
sounds_of_norway,f1dd3a774f0999ca8e8c3940ab,2021-09-27T12:01:47.332Z,59.48588450098744,8.394294745965597
sounds_of_norway,027cb0525f39f9d72d89ab4d0d,2021-09-27T11:22:12.726Z,59.17758,10.966929
sounds_of_norway,2e3c06fb50af82cca5d7bef252,2021-09-27T10:46:39.508Z,59.532576592387414,10.527090847680602
sounds_of_norway,67f7506bf42d53a8762a62cbe8,2021-09-27T10:46:01.239Z,59.123374229754475,10.264404249751879
sounds_of_norway,b064cc0ea3c4d61d4d539fa123,2021-09-27T10:31:48.653Z,59.17758,10.966929
sounds_of_norway,63cc406b9b05d29f58ad3f444b,2021-09-27T10:11:39.039Z,59.17758,10.966929
sounds_of_norway,d98ee5cb20d934bbab25005785,2021-09-27T10:06:36.635Z,59.17758,10.966929
sounds_of_norway,d98ee5cb20d934bbab250f0732,2021-09-27T10:06:36.635Z,59.17758,10.966929
sounds_of_norway,acdd32dcf8d3c3784c5d72ab6d,2021-09-27T10:06:20.319Z,59.532576592387414,10.527090847680602
sounds_of_norway,7420b2e0e33e99b335d4170bf4,2021-09-27T09:56:54.773Z,59.1464381554889,10.217785291280606
sounds_of_norway,66c58704dd91dd35ce73b64bf6,2021-09-27T09:51:16.056Z,61.903693747930205,9.375711366604492
sounds_of_norway,b36f70873144ef5cb6a8f5049d,2021-09-27T09:41:24.569Z,59.17758,10.966929
sounds_of_norway,fa5b3fe2571a92f2c842664bae,2021-09-27T09:40:30.142Z,59.123374229754475,10.264404249751879
sounds_of_norway,c40118c5dd4c2f284125d32691,2021-09-27T09:16:12.640Z,59.17758,10.966929
sounds_of_norway,6770bae0cfd61587b039ad1d53,2021-09-27T09:15:18.106Z,59.123374229754475,10.264404249751879
sounds_of_norway,6168572899d367f393dcbdf3e9,2021-09-27T08:50:06.065Z,59.123374229754475,10.264404249751879
sounds_of_norway,38b0d7a9c5c371e3ed7b20e726,2021-09-27T08:20:45.308Z,59.17758,10.966929
sounds_of_norway,4e9bbf699939b3673a37e500dd,2021-09-27T08:09:46.784Z,59.123374229754475,10.264404249751879
sounds_of_norway,4e9bbf699939b3673a374c060f,2021-09-27T08:09:46.784Z,59.123374229754475,10.264404249751879
sounds_of_norway,ca5dcbffaae9f6ab4352dbfcf1,2021-09-27T07:45:28.459Z,59.17758,10.966929
sounds_of_norway,8b099931790842118f1c646b45,2021-09-27T07:25:03.121Z,59.532576592387414,10.527090847680602
sounds_of_norway,15f3e219862e06955d6e044016,2021-09-27T07:05:09.191Z,59.17758,10.966929
sounds_of_norway,b2de7289db09883a64902b9f42,2021-09-27T06:39:57.170Z,59.17758,10.966929
sounds_of_norway,30e1bc8e9e18d5a3126bb4d882,2021-09-27T06:34:54.779Z,59.17758,10.966929
sounds_of_norway,35c1c70be0ca7144e0dbbecb57,2021-09-27T06:29:52.382Z,59.17758,10.966929
sounds_of_norway,8cfc58fff8274c00c084e586cf,2021-09-27T06:29:36.071Z,59.532576592387414,10.527090847680602
sounds_of_norway,cc8b1fab68a6e30787724e7886,2021-09-27T06:24:33.689Z,59.532576592387414,10.527090847680602
sounds_of_norway,964efe6a75a887e2893e1fb610,2021-09-27T06:23:55.667Z,59.123374229754475,10.264404249751879
sounds_of_norway,c21663fdc05ca51edec087ce90,2021-09-27T06:19:31.272Z,59.532576592387414,10.527090847680602
sounds_of_norway,c21663fdc05ca51edec0e1c2ad,2021-09-27T06:19:31.272Z,59.532576592387414,10.527090847680602
